match_id,season,date,venue,team1,team2,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_runs,win_by_wickets
539,2016,2016-04-03,PCA Stadium Mohali,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,186,149,Mumbai Indians,37,0
540,2016,2016-04-13,Sawai Mansingh Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,154,183,Sunrisers Hyderabad,0,9
541,2017,2017-04-27,MA Chidambaram Stadium,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,144,127,Royal Challengers Bangalore,17,0
542,2017,2017-04-09,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,195,145,Mumbai Indians,50,0
543,2017,2017-04-23,Sawai Mansingh Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,163,164,Sunrisers Hyderabad,0,2
544,2017,2017-04-03,Arun Jaitley Stadium,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,162,163,Royal Challengers Bangalore,0,4
545,2017,2017-04-21,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,159,165,Kolkata Knight Riders,0,6
546,2017,2017-04-04,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,147,147,Sunrisers Hyderabad,0,4
547,2017,2017-04-13,M. Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,161,166,Mumbai Indians,0,9
548,2017,2017-04-07,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,170,148,Royal Challengers Bangalore,22,0
549,2017,2017-04-06,Arun Jaitley Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,207,145,Chennai Super Kings,62,0
550,2017,2017-04-26,Rajiv Gandhi Intl Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,188,114,Delhi Capitals,74,0
551,2017,2017-04-25,Eden Gardens,Punjab Kings,Rajasthan Royals,Punjab Kings,field,166,146,Punjab Kings,20,0
552,2017,2017-04-25,Arun Jaitley Stadium,Punjab Kings,Mumbai Indians,Punjab Kings,bat,150,160,Mumbai Indians,0,3
553,2017,2017-04-23,Arun Jaitley Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,162,165,Chennai Super Kings,0,1
554,2017,2017-04-27,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,165,168,Sunrisers Hyderabad,0,1
555,2017,2017-04-04,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,200,199,Punjab Kings,1,0
556,2017,2017-04-05,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,155,152,Sunrisers Hyderabad,3,0
557,2017,2017-04-03,Rajiv Gandhi Intl Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,163,154,Delhi Capitals,9,0
558,2017,2017-04-16,Wankhede Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,167,197,Punjab Kings,0,2
559,2017,2017-04-07,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,194,169,Delhi Capitals,25,0
560,2017,2017-04-07,Wankhede Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,184,197,Sunrisers Hyderabad,0,4
561,2017,2017-04-01,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,162,148,Rajasthan Royals,14,0
562,2017,2017-04-12,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,141,119,Sunrisers Hyderabad,22,0
563,2017,2017-04-13,Eden Gardens,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,164,153,Delhi Capitals,11,0
564,2017,2017-04-22,Rajiv Gandhi Intl Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,172,154,Mumbai Indians,18,0
565,2017,2017-04-05,Wankhede Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,147,174,Punjab Kings,0,3
566,2017,2017-04-12,PCA Stadium Mohali,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,144,141,Rajasthan Royals,3,0
567,2017,2017-04-15,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,152,170,Punjab Kings,0,6
568,2017,2017-04-10,PCA Stadium Mohali,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,184,186,Delhi Capitals,0,8
569,2017,2017-04-02,Arun Jaitley Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,168,175,Chennai Super Kings,0,4
570,2017,2017-04-12,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,156,160,Chennai Super Kings,0,9
571,2017,2017-04-20,Sawai Mansingh Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,175,152,Kolkata Knight Riders,23,0
572,2017,2017-04-22,M. Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,155,158,Royal Challengers Bangalore,0,6
573,2017,2017-04-06,MA Chidambaram Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,155,165,Mumbai Indians,0,6
574,2017,2017-04-24,PCA Stadium Mohali,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,146,154,Punjab Kings,0,4
575,2017,2017-04-23,PCA Stadium Mohali,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,152,132,Kolkata Knight Riders,20,0
576,2017,2017-04-03,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,139,179,Mumbai Indians,0,4
577,2017,2017-04-27,Eden Gardens,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,133,139,Rajasthan Royals,0,2
578,2017,2017-04-20,Eden Gardens,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,178,172,Sunrisers Hyderabad,6,0
579,2017,2017-04-29,Arun Jaitley Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,162,178,Sunrisers Hyderabad,0,6
580,2017,2017-04-14,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,158,118,Royal Challengers Bangalore,40,0
581,2017,2017-04-01,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,171,142,Royal Challengers Bangalore,29,0
582,2017,2017-04-06,PCA Stadium Mohali,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,169,147,Chennai Super Kings,22,0
583,2017,2017-04-08,Eden Gardens,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,140,162,Mumbai Indians,0,5
584,2017,2017-04-16,Sawai Mansingh Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,bat,149,159,Punjab Kings,0,6
585,2017,2017-04-01,Wankhede Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,147,159,Mumbai Indians,0,5
586,2017,2017-04-29,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,174,172,Delhi Capitals,2,0
587,2017,2017-04-29,Rajiv Gandhi Intl Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,144,166,Sunrisers Hyderabad,0,6
588,2017,2017-04-07,MA Chidambaram Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,175,176,Kolkata Knight Riders,0,4
589,2017,2017-04-23,Arun Jaitley Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,176,146,Chennai Super Kings,30,0
590,2017,2017-04-19,PCA Stadium Mohali,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,176,144,Rajasthan Royals,32,0
591,2017,2017-04-17,MA Chidambaram Stadium,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,162,180,Kolkata Knight Riders,0,7
592,2017,2017-04-28,PCA Stadium Mohali,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,147,168,Kolkata Knight Riders,0,1
593,2017,2017-04-24,PCA Stadium Mohali,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,161,141,Chennai Super Kings,20,0
594,2017,2017-04-12,MA Chidambaram Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,200,165,Punjab Kings,35,0
595,2017,2017-04-20,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,131,142,Sunrisers Hyderabad,0,2
596,2017,2017-04-19,Sawai Mansingh Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,161,160,Kolkata Knight Riders,1,0
597,2017,2017-04-05,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,149,160,Punjab Kings,0,1
598,2017,2017-04-06,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,156,139,Royal Challengers Bangalore,17,0
599,2017,2017-04-19,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,177,136,Mumbai Indians,41,0
600,2017,2017-04-28,Sawai Mansingh Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,180,135,Mumbai Indians,45,0
601,2018,2018-04-03,Arun Jaitley Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,166,155,Royal Challengers Bangalore,11,0
602,2018,2018-04-04,Arun Jaitley Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,138,125,Punjab Kings,13,0
603,2018,2018-04-18,Wankhede Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,178,160,Chennai Super Kings,18,0
604,2018,2018-04-22,PCA Stadium Mohali,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,165,187,Royal Challengers Bangalore,0,6
605,2018,2018-04-12,PCA Stadium Mohali,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,180,153,Sunrisers Hyderabad,27,0
606,2018,2018-04-21,MA Chidambaram Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,166,153,Punjab Kings,13,0
607,2018,2018-04-11,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,181,180,Kolkata Knight Riders,1,0
608,2018,2018-04-19,PCA Stadium Mohali,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,194,147,Kolkata Knight Riders,47,0
609,2018,2018-04-11,M. Chinnaswamy Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,137,148,Punjab Kings,0,1
610,2018,2018-04-06,MA Chidambaram Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,112,164,Kolkata Knight Riders,0,1
611,2018,2018-04-14,MA Chidambaram Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,152,161,Royal Challengers Bangalore,0,6
612,2018,2018-04-09,Rajiv Gandhi Intl Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,150,153,Delhi Capitals,0,5
613,2018,2018-04-10,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,175,110,Kolkata Knight Riders,65,0
614,2018,2018-04-05,Sawai Mansingh Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,142,171,Chennai Super Kings,0,4
615,2018,2018-04-14,MA Chidambaram Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,181,178,Sunrisers Hyderabad,3,0
616,2018,2018-04-02,Eden Gardens,Punjab Kings,Mumbai Indians,Mumbai Indians,field,163,162,Punjab Kings,1,0
617,2018,2018-04-22,Eden Gardens,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,156,160,Mumbai Indians,0,3
618,2018,2018-04-27,Eden Gardens,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,155,158,Royal Challengers Bangalore,0,1
619,2018,2018-04-07,MA Chidambaram Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,129,177,Rajasthan Royals,0,1
620,2018,2018-04-07,Sawai Mansingh Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,178,160,Chennai Super Kings,18,0
621,2018,2018-04-02,Arun Jaitley Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,168,149,Sunrisers Hyderabad,19,0
622,2018,2018-04-25,Wankhede Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,173,134,Rajasthan Royals,39,0
623,2018,2018-04-01,Arun Jaitley Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,109,160,Mumbai Indians,0,6
624,2018,2018-04-15,M. Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,160,150,Mumbai Indians,10,0
625,2018,2018-04-10,MA Chidambaram Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,bat,142,170,Delhi Capitals,0,9
626,2018,2018-04-23,M. Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,173,142,Kolkata Knight Riders,31,0
627,2018,2018-04-19,Sawai Mansingh Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,173,118,Chennai Super Kings,55,0
628,2018,2018-04-22,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,177,160,Mumbai Indians,17,0
629,2018,2018-04-29,M. Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,149,148,Delhi Capitals,1,0
630,2018,2018-04-09,Eden Gardens,Punjab Kings,Delhi Capitals,Punjab Kings,field,143,141,Punjab Kings,2,0
631,2018,2018-04-01,Arun Jaitley Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,131,156,Punjab Kings,0,7
632,2018,2018-04-27,MA Chidambaram Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,158,173,Mumbai Indians,0,8
633,2018,2018-04-18,PCA Stadium Mohali,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,149,178,Royal Challengers Bangalore,0,4
634,2018,2018-04-11,PCA Stadium Mohali,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,139,160,Punjab Kings,0,3
635,2018,2018-04-18,M. Chinnaswamy Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,189,146,Delhi Capitals,43,0
636,2018,2018-04-11,M. Chinnaswamy Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,185,167,Mumbai Indians,18,0
637,2018,2018-04-03,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,207,153,Punjab Kings,54,0
638,2018,2018-04-21,Rajiv Gandhi Intl Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,152,165,Delhi Capitals,0,6
639,2018,2018-04-05,M. Chinnaswamy Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,168,157,Delhi Capitals,11,0
640,2018,2018-04-03,PCA Stadium Mohali,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,220,182,Sunrisers Hyderabad,38,0
641,2018,2018-04-27,Sawai Mansingh Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,152,175,Mumbai Indians,0,6
642,2018,2018-04-25,Eden Gardens,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,176,149,Rajasthan Royals,27,0
643,2018,2018-04-28,MA Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,164,172,Sunrisers Hyderabad,0,2
644,2018,2018-04-15,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,157,139,Kolkata Knight Riders,18,0
645,2018,2018-04-18,M. Chinnaswamy Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,169,143,Rajasthan Royals,26,0
646,2018,2018-04-19,Rajiv Gandhi Intl Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,121,158,Royal Challengers Bangalore,0,4
647,2018,2018-04-16,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,194,163,Chennai Super Kings,31,0
648,2018,2018-04-10,Rajiv Gandhi Intl Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,159,168,Kolkata Knight Riders,0,8
649,2018,2018-04-06,Sawai Mansingh Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,165,180,Punjab Kings,0,6
650,2018,2018-04-23,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,204,179,Mumbai Indians,25,0
651,2018,2018-04-11,M. Chinnaswamy Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,192,164,Rajasthan Royals,28,0
652,2018,2018-04-07,Wankhede Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,159,139,Punjab Kings,20,0
653,2018,2018-04-07,M. Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,148,178,Royal Challengers Bangalore,0,8
654,2018,2018-04-16,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,164,176,Kolkata Knight Riders,0,6
655,2018,2018-04-25,Arun Jaitley Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,166,151,Chennai Super Kings,15,0
656,2018,2018-04-25,MA Chidambaram Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,149,114,Punjab Kings,35,0
657,2018,2018-04-22,Sawai Mansingh Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,152,167,Delhi Capitals,0,8
658,2018,2018-04-07,M. Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,173,166,Chennai Super Kings,7,0
659,2018,2018-04-10,Eden Gardens,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,166,148,Punjab Kings,18,0
660,2018,2018-04-28,Sawai Mansingh Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,136,154,Royal Challengers Bangalore,0,2
661,2019,2019-04-21,Sawai Mansingh Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,170,194,Rajasthan Royals,0,7
662,2019,2019-04-07,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,179,163,Kolkata Knight Riders,16,0
663,2019,2019-04-14,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,192,148,Chennai Super Kings,44,0
664,2019,2019-04-16,MA Chidambaram Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,161,163,Rajasthan Royals,0,4
665,2019,2019-04-07,MA Chidambaram Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,159,176,Chennai Super Kings,0,9
666,2019,2019-04-25,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,181,126,Sunrisers Hyderabad,55,0
667,2019,2019-04-21,M. Chinnaswamy Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,163,127,Rajasthan Royals,36,0
668,2019,2019-04-08,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,183,176,Chennai Super Kings,7,0
669,2019,2019-04-18,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,178,129,Sunrisers Hyderabad,49,0
670,2019,2019-04-17,Rajiv Gandhi Intl Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,181,137,Punjab Kings,44,0
671,2019,2019-04-06,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,183,167,Sunrisers Hyderabad,16,0
672,2019,2019-04-18,PCA Stadium Mohali,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,169,140,Delhi Capitals,29,0
673,2019,2019-04-23,PCA Stadium Mohali,Punjab Kings,Mumbai Indians,Punjab Kings,bat,168,151,Punjab Kings,17,0
674,2019,2019-04-07,Sawai Mansingh Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,166,165,Chennai Super Kings,1,0
675,2019,2019-04-24,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,172,173,Punjab Kings,0,7
676,2019,2019-04-11,Arun Jaitley Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,150,170,Rajasthan Royals,0,9
677,2019,2019-04-02,PCA Stadium Mohali,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,157,177,Sunrisers Hyderabad,0,5
678,2019,2019-04-04,Sawai Mansingh Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,163,175,Punjab Kings,0,3
679,2019,2019-04-06,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,184,179,Royal Challengers Bangalore,5,0
680,2019,2019-04-14,Arun Jaitley Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,172,126,Rajasthan Royals,46,0
681,2019,2019-04-20,Arun Jaitley Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,146,168,Sunrisers Hyderabad,0,6
682,2019,2019-04-16,Sawai Mansingh Stadium,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,168,149,Kolkata Knight Riders,19,0
683,2019,2019-04-14,Eden Gardens,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,165,177,Mumbai Indians,0,6
684,2019,2019-04-17,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,148,130,Rajasthan Royals,18,0
685,2019,2019-04-25,Wankhede Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,134,180,Rajasthan Royals,0,9
686,2019,2019-04-13,PCA Stadium Mohali,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,171,167,Mumbai Indians,4,0
687,2019,2019-04-06,Wankhede Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,153,140,Royal Challengers Bangalore,13,0
688,2019,2019-04-18,Rajiv Gandhi Intl Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,161,147,Punjab Kings,14,0
689,2019,2019-04-23,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,163,144,Chennai Super Kings,19,0
690,2019,2019-04-28,Eden Gardens,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,159,167,Rajasthan Royals,0,4
691,2019,2019-04-02,MA Chidambaram Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,155,145,Kolkata Knight Riders,10,0
692,2019,2019-04-23,MA Chidambaram Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,187,143,Delhi Capitals,44,0
693,2019,2019-04-13,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,169,180,Punjab Kings,0,8
694,2019,2019-04-17,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,165,151,Mumbai Indians,14,0
695,2019,2019-04-10,M. Chinnaswamy Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,177,138,Rajasthan Royals,39,0
696,2019,2019-04-14,MA Chidambaram Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,156,132,Sunrisers Hyderabad,24,0
697,2019,2019-04-12,M. Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,112,156,Chennai Super Kings,0,2
698,2019,2019-04-26,Sawai Mansingh Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,160,180,Sunrisers Hyderabad,0,1
699,2019,2019-04-24,Sawai Mansingh Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,164,154,Kolkata Knight Riders,10,0
700,2019,2019-04-09,Arun Jaitley Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,172,148,Royal Challengers Bangalore,24,0
701,2019,2019-04-09,Arun Jaitley Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,173,126,Rajasthan Royals,47,0
702,2019,2019-04-19,Sawai Mansingh Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,146,140,Sunrisers Hyderabad,6,0
703,2019,2019-04-16,MA Chidambaram Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,138,170,Punjab Kings,0,4
704,2019,2019-04-07,Rajiv Gandhi Intl Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,179,127,Mumbai Indians,52,0
705,2019,2019-04-02,MA Chidambaram Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,172,164,Kolkata Knight Riders,8,0
706,2019,2019-04-02,Arun Jaitley Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,158,152,Sunrisers Hyderabad,6,0
707,2019,2019-04-13,Eden Gardens,Punjab Kings,Mumbai Indians,Mumbai Indians,field,156,186,Mumbai Indians,0,5
708,2019,2019-04-11,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,162,191,Rajasthan Royals,0,2
709,2019,2019-04-10,PCA Stadium Mohali,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,159,176,Royal Challengers Bangalore,0,8
710,2019,2019-04-18,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,195,186,Kolkata Knight Riders,9,0
711,2019,2019-04-17,MA Chidambaram Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,152,160,Delhi Capitals,0,7
712,2019,2019-04-22,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,169,171,Rajasthan Royals,0,8
713,2019,2019-04-03,Arun Jaitley Stadium,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,174,159,Delhi Capitals,15,0
714,2019,2019-04-05,PCA Stadium Mohali,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,198,155,Sunrisers Hyderabad,43,0
715,2019,2019-04-16,MA Chidambaram Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,154,136,Sunrisers Hyderabad,18,0
716,2019,2019-04-26,MA Chidambaram Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,182,157,Rajasthan Royals,25,0
717,2019,2019-04-12,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,188,169,Kolkata Knight Riders,19,0
